feature,provider,prompt_style,context_level,bias,p_value,metric,significant
user_statuses_count,openai,informative,post,0.06551171393870743,0.4098886273815994,Cohen's d,False
user_favourites_count,openai,informative,post,0.07813595112588743,0.3256961269721957,Cohen's d,False
favorite_count,openai,informative,post,0.02871485110528051,0.7179024032135282,Cohen's d,False
retweet_count,openai,informative,post,0.02121900983781674,0.7894984136853823,Cohen's d,False
retweeted,openai,informative,post,0.036649593956189545,0.6447402810405813,Cohen's d,False
author_gender,openai,controversial,author,0.03257050956645029,0.5977955486928338,Cramér's V,False
author_partisanship,openai,controversial,author,0.07049190352246035,0.08981371346185496,Cramér's V,False
author_ideology,openai,controversial,author,0.06109019572535224,0.45986047423756926,Cramér's V,False
author_race,openai,controversial,author,0.0552937374938657,0.5635858616102238,Cramér's V,False
author_age,openai,controversial,author,0.07631193705711022,0.34190442829053785,Cramér's V,False
author_education,openai,controversial,author,0.012509723683225903,0.9269096384980664,Cramér's V,False
author_income,openai,controversial,author,0.0640617937912028,0.40861106442922,Cramér's V,False
author_marital_status,openai,controversial,author,0.04944071152153789,0.30558533251407277,Cramér's V,False
author_religiosity,openai,controversial,author,0.055785642312384205,0.3887545427697403,Cramér's V,False
sentiment_polarity,openai,controversial,author,0.01314428087821127,0.86849102632899,Cohen's d,False
sentiment_subjectivity,openai,controversial,author,0.06070036548693825,0.4445582659595945,Cohen's d,False
polarization_score,openai,controversial,author,0.06287040511130047,0.4284531344251017,Cohen's d,False
primary_topic,openai,controversial,author,0.09663339947997215,0.8273254159241804,Cramér's V,False
toxicity,openai,controversial,author,0.09462119481707244,0.23346016498928593,Cohen's d,False
user_followers_count,openai,controversial,author,0.061140172546098305,0.44126652928881716,Cohen's d,False
user_friends_count,openai,controversial,author,0.045317400856023246,0.5681291662971893,Cohen's d,False
user_statuses_count,openai,controversial,author,0.019529579376129792,0.8056763909851076,Cohen's d,False
user_favourites_count,openai,controversial,author,0.002938848206121063,0.9704688606990239,Cohen's d,False
favorite_count,openai,controversial,author,0.06515114063441575,0.4118986043882702,Cohen's d,False
retweet_count,openai,controversial,author,0.07319177550033922,0.3566411482763338,Cohen's d,False
retweeted,openai,controversial,author,0.0871741250178684,0.2723012605680742,Cohen's d,False
author_gender,openai,controversial,author_post,0.08060997846768808,0.04251013531510251,Cramér's V,True
author_partisanship,openai,controversial,author_post,0.03532687951066271,0.5452437317021257,Cramér's V,False
author_ideology,openai,controversial,author_post,0.05209492722471084,0.620125473601018,Cramér's V,False
author_race,openai,controversial,author_post,0.06431563360049128,0.40321452505173494,Cramér's V,False
author_age,openai,controversial,author_post,0.07748158681242928,0.32257617732266985,Cramér's V,False
author_education,openai,controversial,author_post,0.013950276069321157,0.909754443337633,Cramér's V,False
author_income,openai,controversial,author_post,0.04817397917601463,0.6888362917357305,Cramér's V,False
author_marital_status,openai,controversial,author_post,0.012897137090858097,0.922341838508058,Cramér's V,False
author_religiosity,openai,controversial,author_post,0.03510338366172695,0.7535452972605235,Cramér's V,False
sentiment_polarity,openai,controversial,author_post,0.05116034774978279,0.5192102505460784,Cohen's d,False
sentiment_subjectivity,openai,controversial,author_post,0.03491820504040086,0.6599692875436041,Cohen's d,False
polarization_score,openai,controversial,author_post,0.11722702429997281,0.1398746685382884,Cohen's d,False
primary_topic,openai,controversial,author_post,0.10757881180919339,0.6663617620041767,Cramér's V,False
toxicity,openai,controversial,author_post,0.05148527199668422,0.5165607135200466,Cohen's d,False
user_followers_count,openai,controversial,author_post,0.009328530300598306,0.9064311667084373,Cohen's d,False
user_friends_count,openai,controversial,author_post,0.12884724056544444,0.10471697011452609,Cohen's d,False
user_statuses_count,openai,controversial,author_post,0.016731302043381812,0.8330309370851227,Cohen's d,False
user_favourites_count,openai,controversial,author_post,0.04003625730117456,0.613957075171291,Cohen's d,False
favorite_count,openai,controversial,author_post,0.06146253759938822,0.4387400504442252,Cohen's d,False
retweet_count,openai,controversial,author_post,0.0014105762129000652,0.9858194752945336,Cohen's d,False
retweeted,openai,controversial,author_post,0.03702048912135892,0.6409001349542639,Cohen's d,False
author_gender,openai,controversial,none,0.018765746306317655,0.8447780073854328,Cramér's V,False
author_partisanship,openai,controversial,none,0.037473344970515916,0.5103612307539229,Cramér's V,False
author_ideology,openai,controversial,none,0.05618436290784091,0.5538001272767354,Cramér's V,False
author_race,openai,controversial,none,0.06316213010337918,0.43064563563694513,Cramér's V,False
author_age,openai,controversial,none,0.09531465455258013,0.12149918600215134,Cramér's V,False
author_education,openai,controversial,none,0.03657120652561904,0.5269550346698031,Cramér's V,False
author_income,openai,controversial,none,0.05424339876149915,0.5885974250669451,Cramér's V,False
author_marital_status,openai,controversial,none,0.010892571568493421,0.9447523519467467,Cramér's V,False
author_religiosity,openai,controversial,none,0.020396011272588027,0.9405469460049762,Cramér's V,False
sentiment_polarity,openai,controversial,none,0.015118010967239588,0.8492096031637287,Cohen's d,False
sentiment_subjectivity,openai,controversial,none,0.029813165129883544,0.7077156106375248,Cohen's d,False
polarization_score,openai,controversial,none,0.032577353775892576,0.6820370724112055,Cohen's d,False
primary_topic,openai,controversial,none,0.11560497957184351,0.5420749966140861,Cramér's V,False
toxicity,openai,controversial,none,0.03560410365587838,0.6543373832373798,Cohen's d,False
user_followers_count,openai,controversial,none,0.10616328897039674,0.18203332523483462,Cohen's d,False
user_friends_count,openai,controversial,none,0.11081316915245842,0.16364593102435807,Cohen's d,False
user_statuses_count,openai,controversial,none,0.03622318805172533,0.6487284540611228,Cohen's d,False
user_favourites_count,openai,controversial,none,0.0011429876646521324,0.9885311492576118,Cohen's d,False
favorite_count,openai,controversial,none,0.12558357511060778,0.1144854815832518,Cohen's d,False
retweet_count,openai,controversial,none,0.0932482677852559,0.24107758667183748,Cohen's d,False
retweeted,openai,controversial,none,0.1443998981391237,0.06960784125964692,Cohen's d,False
author_gender,openai,controversial,post,0.012394969528636526,0.9298366995235189,Cramér's V,False
author_partisanship,openai,controversial,post,0.012748074817161873,0.9259360563239957,Cramér's V,False
author_ideology,openai,controversial,post,0.020118739024188956,0.9838203220474306,Cramér's V,False
author_race,openai,controversial,post,0.023367774866451498,0.971813876357783,Cramér's V,False
author_age,openai,controversial,post,0.06031454262919532,0.6317198587611732,Cramér's V,False
author_education,openai,controversial,post,0.05626894588385593,0.22331030170843058,Cramér's V,False
author_income,openai,controversial,post,0.053682254239631806,0.6041409185198986,Cramér's V,False
author_marital_status,openai,controversial,post,0.029848616163373955,0.6558258246922715,Cramér's V,False
author_religiosity,openai,controversial,post,0.05875513250949336,0.3519523727243748,Cramér's V,False
sentiment_polarity,openai,controversial,post,0.0661501766494477,0.4062588451627332,Cohen's d,False
sentiment_subjectivity,openai,controversial,post,0.09488035749132644,0.23366767547714362,Cohen's d,False
polarization_score,openai,controversial,post,0.046817521732222915,0.5566442510103708,Cohen's d,False
primary_topic,openai,controversial,post,0.14316078989709807,0.14991009748119954,Cramér's V,False
toxicity,openai,controversial,post,0.15579172516551495,0.05066605607374762,Cohen's d,False
user_followers_count,openai,controversial,post,0.06289721240483,0.42972105203563016,Cohen's d,False
user_friends_count,openai,controversial,post,0.08812077849548441,0.26865161832395396,Cohen's d,False
user_statuses_count,openai,controversial,post,0.0075444947906772985,0.9245246086014391,Cohen's d,False
user_favourites_count,openai,controversial,post,0.13728310871199087,0.08497743180051506,Cohen's d,False
favorite_count,openai,controversial,post,0.02855250668300478,0.7199532794442177,Cohen's d,False
retweet_count,openai,controversial,post,0.04982413162755547,0.5315929979467365,Cohen's d,False
retweeted,openai,controversial,post,0.18105517096467405,0.02318294480187959,Cohen's d,True
author_gender,openai,neutral,author,0.07144368570378658,0.08943110672820517,Cramér's V,False
author_partisanship,openai,neutral,author,0.032774190507061804,0.6016545729261846,Cramér's V,False
author_ideology,openai,neutral,author,0.11465934050990916,0.014381918576397267,Cramér's V,True
author_race,openai,neutral,author,0.07277579312901697,0.2862407485796019,Cramér's V,False
author_age,openai,neutral,author,0.05405938884287203,0.7362207332849189,Cramér's V,False
author_education,openai,neutral,author,0.02145511874723016,0.8043406842084282,Cramér's V,False
author_income,openai,neutral,author,0.06746029331396988,0.36628152463500474,Cramér's V,False
author_marital_status,openai,neutral,author,0.04005900852822374,0.46811816309068577,Cramér's V,False
author_religiosity,openai,neutral,author,0.016052869149597353,0.9702303357108762,Cramér's V,False
sentiment_polarity,openai,neutral,author,0.0119544884235376,0.8806934799295758,Cohen's d,False
sentiment_subjectivity,openai,neutral,author,0.022904225328219337,0.7736828341370035,Cohen's d,False
polarization_score,openai,neutral,author,0.05125560563388172,0.5199295049072313,Cohen's d,False
primary_topic,openai,neutral,author,0.11025138445116087,0.6464691228981225,Cramér's V,False
toxicity,openai,neutral,author,0.030845103339579627,0.6985702290346237,Cohen's d,False
user_followers_count,openai,neutral,author,0.040797060233783246,0.6085251238552168,Cohen's d,False
user_friends_count,openai,neutral,author,0.06684984135563023,0.40138126112668887,Cohen's d,False
user_statuses_count,openai,neutral,author,0.04455566132815786,0.5759166577272717,Cohen's d,False
user_favourites_count,openai,neutral,author,0.05006472793593216,0.5296717529030601,Cohen's d,False
favorite_count,openai,neutral,author,0.1775919283422536,0.025962345310591564,Cohen's d,True
retweet_count,openai,neutral,author,0.07525685804132774,0.34484170558077676,Cohen's d,False
retweeted,openai,neutral,author,0.009064810735196995,0.9093882749582043,Cohen's d,False
author_gender,openai,neutral,author_post,0.030045624507032874,0.6483562371691826,Cramér's V,False
author_partisanship,openai,neutral,author_post,0.020876788980959293,0.8112302529949993,Cramér's V,False
author_ideology,openai,neutral,author_post,0.08032909422432669,0.18507544002744247,Cramér's V,False
author_race,openai,neutral,author_post,0.03390732485697947,0.8936817905949426,Cramér's V,False
author_age,openai,neutral,author_post,0.05645652376710147,0.6907597437996569,Cramér's V,False
author_education,openai,neutral,author_post,0.01600081247372914,0.8843587437779337,Cramér's V,False
author_income,openai,neutral,author_post,0.04019514418441782,0.8175664562581069,Cramér's V,False
author_marital_status,openai,neutral,author_post,0.0029165242617320477,0.9959253892358362,Cramér's V,False
author_religiosity,openai,neutral,author_post,0.07039495370528558,0.19046174876125047,Cramér's V,False
sentiment_polarity,openai,neutral,author_post,0.059116983310607475,0.4571360816622445,Cohen's d,False
sentiment_subjectivity,openai,neutral,author_post,0.1263809286550218,0.11210647639917813,Cohen's d,False
polarization_score,openai,neutral,author_post,0.10020779024842173,0.20764452379841702,Cohen's d,False
primary_topic,openai,neutral,author_post,0.11039641982082474,0.6303910543018822,Cramér's V,False
toxicity,openai,neutral,author_post,0.0387486946947372,0.6259610110555796,Cohen's d,False
user_followers_count,openai,neutral,author_post,0.06635956304196791,0.40392240579775973,Cohen's d,False
user_friends_count,openai,neutral,author_post,0.03807542148641998,0.6319731199063461,Cohen's d,False
user_statuses_count,openai,neutral,author_post,0.010527701052407882,0.8946398409354479,Cohen's d,False
user_favourites_count,openai,neutral,author_post,0.05328708243196829,0.5026915253482758,Cohen's d,False
favorite_count,openai,neutral,author_post,0.04244152928311426,0.5934348517707257,Cohen's d,False
retweet_count,openai,neutral,author_post,0.09249006327120414,0.24479168763856868,Cohen's d,False
retweeted,openai,neutral,author_post,0.06007278357934952,0.4498954047426384,Cohen's d,False
author_gender,openai,neutral,none,0.018498719956244455,0.8453356629429388,Cramér's V,False
author_partisanship,openai,neutral,none,0.03069729403077041,0.6295934309266726,Cramér's V,False
author_ideology,openai,neutral,none,0.04216911469810374,0.7823044815831914,Cramér's V,False
author_race,openai,neutral,none,0.06239263778121909,0.4305223146965209,Cramér's V,False
author_age,openai,neutral,none,0.0519624566163288,0.7535264496895914,Cramér's V,False
author_education,openai,neutral,none,0.04557359719320228,0.36067290716641953,Cramér's V,False
author_income,openai,neutral,none,0.0433465744631436,0.7642206399204334,Cramér's V,False
author_marital_status,openai,neutral,none,0.023646896312370793,0.759910001907057,Cramér's V,False
author_religiosity,openai,neutral,none,0.03626058905791958,0.7312324830446715,Cramér's V,False
sentiment_polarity,openai,neutral,none,0.1001154433256518,0.20672208870693254,Cohen's d,False
sentiment_subjectivity,openai,neutral,none,0.07267573395151908,0.35927676442048945,Cohen's d,False
polarization_score,openai,neutral,none,0.034276888649657805,0.665416840992275,Cohen's d,False
primary_topic,openai,neutral,none,0.12381447643274347,0.37446757818885246,Cramér's V,False
toxicity,openai,neutral,none,0.06306855767287615,0.42626477447936345,Cohen's d,False
user_followers_count,openai,neutral,none,0.1150029040715499,0.14700311970030774,Cohen's d,False
user_friends_count,openai,neutral,none,0.0051797248750633865,0.9478938393686375,Cohen's d,False
user_statuses_count,openai,neutral,none,0.036225841126570596,0.6476476228020921,Cohen's d,False
user_favourites_count,openai,neutral,none,0.07545587559764985,0.3411997703844909,Cohen's d,False
favorite_count,openai,neutral,none,0.10605007620509939,0.18108886188320908,Cohen's d,False
retweet_count,openai,neutral,none,0.10291924004177838,0.19430072134759027,Cohen's d,False
retweeted,openai,neutral,none,0.010963134589412228,0.889987649093719,Cohen's d,False
author_gender,openai,neutral,post,0.02771707117803741,0.6939910363407029,Cramér's V,False
author_partisanship,openai,neutral,post,0.09371834337697252,0.015354029834460183,Cramér's V,True
author_ideology,openai,neutral,post,0.0533030942263836,0.6088646693461048,Cramér's V,False
author_race,openai,neutral,post,0.08115825230154082,0.18028679016480637,Cramér's V,False
author_age,openai,neutral,post,0.07559754212334574,0.3651311449559659,Cramér's V,False
author_education,openai,neutral,post,0.10139096128522462,0.0075349701914188445,Cramér's V,True
author_income,openai,neutral,post,0.07127416108127001,0.30507231748011826,Cramér's V,False
author_marital_status,openai,neutral,post,0.023726390749707973,0.7651535553407602,Cramér's V,False
author_religiosity,openai,neutral,post,0.031103195083960988,0.8205974815434165,Cramér's V,False
sentiment_polarity,openai,neutral,post,0.0474088589239698,0.5514475079938421,Cohen's d,False
sentiment_subjectivity,openai,neutral,post,0.06189419374095737,0.43685262825896337,Cohen's d,False
polarization_score,openai,neutral,post,0.07007845754138561,0.37870182900225857,Cohen's d,False
primary_topic,openai,neutral,post,0.10197831370928662,0.7701808773525067,Cramér's V,False
toxicity,openai,neutral,post,0.019365695790803404,0.8077667032653802,Cohen's d,False
user_followers_count,openai,neutral,post,0.16100921877166857,0.043305216836613245,Cohen's d,True
user_friends_count,openai,neutral,post,0.05599370618900306,0.48179589767336733,Cohen's d,False
user_statuses_count,openai,neutral,post,0.060973396536752385,0.44370278747397385,Cohen's d,False
user_favourites_count,openai,neutral,post,0.00016604710266263377,0.9983354327434759,Cohen's d,False
favorite_count,openai,neutral,post,0.06682273489181591,0.40123954148828794,Cohen's d,False
retweet_count,openai,neutral,post,0.03559921009006413,0.65469648484325,Cohen's d,False
retweeted,openai,neutral,post,0.13684906862081034,0.0857886398012745,Cohen's d,False
author_gender,anthropic,general,author,0.05597201876558103,0.21814979787342167,Cramér's V,False
author_partisanship,anthropic,general,author,0.07593389016837311,0.0606731232774717,Cramér's V,False
author_ideology,anthropic,general,author,0.04755271281005702,0.6994054838916793,Cramér's V,False
author_race,anthropic,general,author,0.030427228687828864,0.9245761141924521,Cramér's V,False
author_age,anthropic,general,author,0.05333336504982075,0.7361906128050975,Cramér's V,False
author_education,anthropic,general,author,0.0017344115320708851,0.9985390910537181,Cramér's V,False
author_income,anthropic,general,author,0.06815158947430829,0.34082107560108865,Cramér's V,False
author_marital_status,anthropic,general,author,0.03307929752428501,0.5875460791731915,Cramér's V,False
author_religiosity,anthropic,general,author,0.01657505315437639,0.9661033102666287,Cramér's V,False
sentiment_polarity,anthropic,general,author,0.11326377308323868,0.1537525320738603,Cohen's d,False
sentiment_subjectivity,anthropic,general,author,0.09620485854340308,0.22561010420750366,Cohen's d,False
polarization_score,anthropic,general,author,0.05419085416947373,0.4947740962571749,Cohen's d,False
primary_topic,anthropic,general,author,0.13425260882522502,0.22956848249108933,Cramér's V,False
toxicity,anthropic,general,author,0.1000551048487474,0.20759669950923923,Cohen's d,False
user_followers_count,anthropic,general,author,0.10093596463389189,0.2036266564232634,Cohen's d,False
user_friends_count,anthropic,general,author,0.05071663341091308,0.5228397573837006,Cohen's d,False
user_statuses_count,anthropic,general,author,0.030539518865154925,0.700392734607208,Cohen's d,False
user_favourites_count,anthropic,general,author,0.0517448655172305,0.514448958914171,Cohen's d,False
favorite_count,anthropic,general,author,0.10811451338410841,0.1733188136204646,Cohen's d,False
retweet_count,anthropic,general,author,0.11278743037629144,0.15548873368593483,Cohen's d,False
retweeted,anthropic,general,author,0.015960337944847122,0.8406189092602776,Cohen's d,False
author_gender,anthropic,general,author_post,0.022019710446253317,0.7964066467756468,Cramér's V,False
author_partisanship,anthropic,general,author_post,0.039609205524203335,0.47874199383823723,Cramér's V,False
author_ideology,anthropic,general,author_post,0.07070755649780323,0.32009391038189366,Cramér's V,False
author_race,anthropic,general,author_post,0.07232143519790414,0.2965165365873708,Cramér's V,False
author_age,anthropic,general,author_post,0.06571152137431469,0.5415811649569954,Cramér's V,False
author_education,anthropic,general,author_post,0.004093144893954642,0.9921649298472957,Cramér's V,False
author_income,anthropic,general,author_post,0.031814517810572866,0.9172181865039283,Cramér's V,False
author_marital_status,anthropic,general,author_post,0.019964564340567283,0.8293316795868967,Cramér's V,False
author_religiosity,anthropic,general,author_post,0.04839072800173043,0.5321806070791189,Cramér's V,False
sentiment_polarity,anthropic,general,author_post,0.13988869526406575,0.07957924149405567,Cohen's d,False
sentiment_subjectivity,anthropic,general,author_post,0.14249280632786324,0.07414569749903438,Cohen's d,False
polarization_score,anthropic,general,author_post,0.049534810040269835,0.5344465262753565,Cohen's d,False
primary_topic,anthropic,general,author_post,0.09601256040864606,0.8524306891491226,Cramér's V,False
toxicity,anthropic,general,author_post,0.025809013690252243,0.7461622878185534,Cohen's d,False
user_followers_count,anthropic,general,author_post,0.014017566394307587,0.8604387567207296,Cohen's d,False
user_friends_count,anthropic,general,author_post,0.024403396309668698,0.7595474875480324,Cohen's d,False
user_statuses_count,anthropic,general,author_post,0.07811604085108584,0.3273184043523627,Cohen's d,False
user_favourites_count,anthropic,general,author_post,0.06300689918260609,0.4294457702478729,Cohen's d,False
favorite_count,anthropic,general,author_post,0.09068440935980143,0.255526441489555,Cohen's d,False
retweet_count,anthropic,general,author_post,0.020461309105931837,0.7974612638297549,Cohen's d,False
retweeted,anthropic,general,author_post,0.04905406839644585,0.5384194897003732,Cohen's d,False
author_gender,anthropic,general,none,0.03451645226993347,0.5631282946060596,Cramér's V,False
author_partisanship,anthropic,general,none,0.016782644340687866,0.8730532339579548,Cramér's V,False
author_ideology,anthropic,general,none,0.054325835256575944,0.5840816295695151,Cramér's V,False
author_race,anthropic,general,none,0.04895316814176022,0.6789231895244171,Cramér's V,False
author_age,anthropic,general,none,0.061567246569471594,0.6002140974519095,Cramér's V,False
author_education,anthropic,general,none,0.01298583747512482,0.9219349492103056,Cramér's V,False
author_income,anthropic,general,none,0.08186150778923128,0.1673244235227741,Cramér's V,False
author_marital_status,anthropic,general,none,0.02563878931971618,0.7284462020987241,Cramér's V,False
author_religiosity,anthropic,general,none,0.03560869216915761,0.7476533772102345,Cramér's V,False
sentiment_polarity,anthropic,general,none,0.03550415811263953,0.6549794979405805,Cohen's d,False
sentiment_subjectivity,anthropic,general,none,0.027748551630002206,0.7269013724565174,Cohen's d,False
polarization_score,anthropic,general,none,0.03905453996791148,0.6230480266963095,Cohen's d,False
primary_topic,anthropic,general,none,0.10641144505232485,0.692641235130645,Cramér's V,False
toxicity,anthropic,general,none,0.15031609831332776,0.058728607345919566,Cohen's d,False
user_followers_count,anthropic,general,none,0.10116194571039455,0.20310527620388408,Cohen's d,False
user_friends_count,anthropic,general,none,0.03621973906898334,0.6484901533644586,Cohen's d,False
user_statuses_count,anthropic,general,none,0.038345456981699964,0.6293714147382357,Cohen's d,False
user_favourites_count,anthropic,general,none,0.001297907483397845,0.9869660890677779,Cohen's d,False
favorite_count,anthropic,general,none,0.00893248558737648,0.9104826780934786,Cohen's d,False
retweet_count,anthropic,general,none,0.06585701663134985,0.40723373572299576,Cohen's d,False
retweeted,anthropic,general,none,0.06294886089841013,0.4282520730345956,Cohen's d,False
author_gender,anthropic,general,post,0.03928991914749094,0.47849205413316287,Cramér's V,False
author_partisanship,anthropic,general,post,0.05211450417683399,0.27339092782799257,Cramér's V,False
author_ideology,anthropic,general,post,0.08267315606506781,0.16307946486902655,Cramér's V,False
author_race,anthropic,general,post,0.08959152483649696,0.10463140634790873,Cramér's V,False
author_age,anthropic,general,post,0.08413767150050083,0.2390633560339453,Cramér's V,False
author_education,anthropic,general,post,0.0589545629174235,0.19021156365109262,Cramér's V,False
author_income,anthropic,general,post,0.058631583547720155,0.5116353836394449,Cramér's V,False
author_marital_status,anthropic,general,post,0.055023794053156806,0.23558404434717709,Cramér's V,False
author_religiosity,anthropic,general,post,0.06940206849192283,0.2035508327055336,Cramér's V,False
sentiment_polarity,anthropic,general,post,0.021011457819056622,0.7916781722341879,Cohen's d,False
sentiment_subjectivity,anthropic,general,post,0.0009729758175941779,0.990241026881416,Cohen's d,False
polarization_score,anthropic,general,post,0.17485582105555478,0.02813863459511649,Cohen's d,True
primary_topic,anthropic,general,post,0.13619149030122377,0.22014470531203786,Cramér's V,False
toxicity,anthropic,general,post,0.01002541086856094,0.8997083396942248,Cohen's d,False
user_followers_count,anthropic,general,post,0.022192935379099485,0.78025737957515,Cohen's d,False
user_friends_count,anthropic,general,post,0.09146557869828685,0.2503815342941071,Cohen's d,False
user_statuses_count,anthropic,general,post,0.053282303095021535,0.5030250387225379,Cohen's d,False
user_favourites_count,anthropic,general,post,0.08093135356272749,0.3090968539411633,Cohen's d,False
favorite_count,anthropic,general,post,0.06979726712666776,0.3803506646604582,Cohen's d,False
retweet_count,anthropic,general,post,0.05418888506908548,0.4957890520953734,Cohen's d,False
retweeted,anthropic,general,post,0.004306277453216942,0.9568279654209126,Cohen's d,False
author_gender,anthropic,popular,author,0.0741815208616422,0.06875815748349401,Cramér's V,False
author_partisanship,anthropic,popular,author,0.05367985216737761,0.2461380660904895,Cramér's V,False
author_ideology,anthropic,popular,author,0.02189545790451515,0.976682244136611,Cramér's V,False
author_race,anthropic,popular,author,0.07057041497395415,0.30349716309261954,Cramér's V,False
author_age,anthropic,popular,author,0.1275116756500995,0.007376519859106804,Cramér's V,True
author_education,anthropic,popular,author,0.0982344741493861,0.009143328467266513,Cramér's V,True
author_income,anthropic,popular,author,0.09244199168189861,0.08070421327012806,Cramér's V,False
author_marital_status,anthropic,popular,author,0.049469778892465226,0.30404136583257574,Cramér's V,False
author_religiosity,anthropic,popular,author,0.06260585617078383,0.28230043709057895,Cramér's V,False
sentiment_polarity,anthropic,popular,author,0.03331961853637477,0.6745790382223075,Cohen's d,False
sentiment_subjectivity,anthropic,popular,author,0.09717207068164566,0.22092148928168615,Cohen's d,False
polarization_score,anthropic,popular,author,0.02651953947350348,0.7382381967984091,Cohen's d,False
primary_topic,anthropic,popular,author,0.0897343591018645,0.8977514709099366,Cramér's V,False
toxicity,anthropic,popular,author,0.13785142213276005,0.0825914817116107,Cohen's d,False
user_followers_count,anthropic,popular,author,0.02961212655436458,0.7090322782269837,Cohen's d,False
user_friends_count,anthropic,popular,author,0.1494704752672441,0.059850129874727584,Cohen's d,False
user_statuses_count,anthropic,popular,author,0.004560337554252231,0.9541716535719333,Cohen's d,False
user_favourites_count,anthropic,popular,author,0.1317144717321364,0.09718063081627527,Cohen's d,False
favorite_count,anthropic,popular,author,0.013673916210260463,0.8631889514719457,Cohen's d,False
retweet_count,anthropic,popular,author,0.06288057635493645,0.4281930640061427,Cohen's d,False
retweeted,anthropic,popular,author,0.037139936041891385,0.6397789606066282,Cohen's d,False
author_gender,anthropic,popular,author_post,0.06736489195587864,0.12039342301412712,Cramér's V,False
author_partisanship,anthropic,popular,author_post,0.07267097496982268,0.08512628353998984,Cramér's V,False
author_ideology,anthropic,popular,author_post,0.06828164879129033,0.36070541063242634,Cramér's V,False
author_race,anthropic,popular,author_post,0.037043605384878435,0.864710745825256,Cramér's V,False
author_age,anthropic,popular,author_post,0.0722108834338876,0.4325713454286648,Cramér's V,False
author_education,anthropic,popular,author_post,0.004621484829194445,0.9900859079360144,Cramér's V,False
author_income,anthropic,popular,author_post,0.07963900310344561,0.20539994304399842,Cramér's V,False
author_marital_status,anthropic,popular,author_post,0.04012287444256632,0.47189785888895164,Cramér's V,False
author_religiosity,anthropic,popular,author_post,0.04764702260374933,0.548253100794702,Cramér's V,False
sentiment_polarity,anthropic,popular,author_post,0.07665795021098687,0.3368461877517505,Cohen's d,False
sentiment_subjectivity,anthropic,popular,author_post,0.16241422201329603,0.04204600012011886,Cohen's d,True
polarization_score,anthropic,popular,author_post,0.03625823472464844,0.6495757436688872,Cohen's d,False
primary_topic,anthropic,popular,author_post,0.11623533140206886,0.5577995346162743,Cramér's V,False
toxicity,anthropic,popular,author_post,0.022109899840813522,0.7817274068217677,Cohen's d,False
user_followers_count,anthropic,popular,author_post,0.03556831156563089,0.6558087891495062,Cohen's d,False
user_friends_count,anthropic,popular,author_post,0.02487972233010777,0.7552101919335807,Cohen's d,False
user_statuses_count,anthropic,popular,author_post,0.06236592917659184,0.4345542731610295,Cohen's d,False
user_favourites_count,anthropic,popular,author_post,0.0008490907632822686,0.9915102380589944,Cohen's d,False
favorite_count,anthropic,popular,author_post,0.005025461049866038,0.949784470238426,Cohen's d,False
retweet_count,anthropic,popular,author_post,0.0313168308001425,0.6947357304979944,Cohen's d,False
retweeted,anthropic,popular,author_post,0.05169122251808945,0.5171756267349278,Cohen's d,False
author_gender,anthropic,popular,none,0.046487267866506164,0.3645039625444585,Cramér's V,False
author_partisanship,anthropic,popular,none,0.05330190079196164,0.2653275291009335,Cramér's V,False
author_ideology,anthropic,popular,none,0.06132467787703501,0.4759788967426666,Cramér's V,False
author_race,anthropic,popular,none,0.05794213725614592,0.5353770071577247,Cramér's V,False
author_age,anthropic,popular,none,0.05521309118376417,0.7235157788542123,Cramér's V,False
author_education,anthropic,popular,none,0.035316078911091474,0.5585259065251784,Cramér's V,False
author_income,anthropic,popular,none,0.07834776869605788,0.21997544497589608,Cramér's V,False
author_marital_status,anthropic,popular,none,0.02254026775732367,0.7887816539374688,Cramér's V,False
author_religiosity,anthropic,popular,none,0.07385571445221623,0.16499556050773728,Cramér's V,False
sentiment_polarity,anthropic,popular,none,0.00519511219824841,0.9480840506315065,Cohen's d,False
sentiment_subjectivity,anthropic,popular,none,0.13360130889586874,0.09428067499169362,Cohen's d,False
polarization_score,anthropic,popular,none,0.0029517818348234943,0.9704880307315096,Cohen's d,False
primary_topic,anthropic,popular,none,0.09809177011934625,0.8318860569838533,Cramér's V,False
toxicity,anthropic,popular,none,0.09972393896145358,0.2115303032888218,Cohen's d,False
user_followers_count,anthropic,popular,none,0.07209017986607866,0.36634232957324847,Cohen's d,False
user_friends_count,anthropic,popular,none,0.013667847124812681,0.863984027422173,Cohen's d,False
user_statuses_count,anthropic,popular,none,0.022064391257081463,0.7821342347876881,Cohen's d,False
user_favourites_count,anthropic,popular,none,0.0024061688029043678,0.9759412358680799,Cohen's d,False
favorite_count,anthropic,popular,none,0.011520920653920052,0.8851870697758201,Cohen's d,False
retweet_count,anthropic,popular,none,0.02909336588731214,0.7153881378908667,Cohen's d,False
retweeted,anthropic,popular,none,0.03205286521524512,0.6878916769899401,Cohen's d,False
author_gender,anthropic,popular,post,0.06258638743648978,0.14843528312899226,Cramér's V,False
author_partisanship,anthropic,popular,post,0.06254609317938668,0.14880021570315766,Cramér's V,False
author_ideology,anthropic,popular,post,0.03285540728232182,0.901902699322847,Cramér's V,False
author_race,anthropic,popular,post,0.03832154538887347,0.8389017239772592,Cramér's V,False
author_age,anthropic,popular,post,0.06822252794012744,0.47544025766615194,Cramér's V,False
