category,directional_bias,prop_pool,prop_recommended,feature,provider,prompt_style,context_level,feature_type,mean_pool,mean_recommended,std_pool,std_recommended
65+,0.05839038941901631,0.1710334788937409,0.2294238683127572,author_age,google,informative,post,categorical,,,,
college,-0.005475587183495945,0.2688500727802038,0.26337448559670784,author_education,google,informative,post,categorical,,,,
high school,-0.03323988714575807,0.17933042212518194,0.14609053497942387,author_education,google,informative,post,categorical,,,,
less than high school,-0.00914065448272144,0.01222707423580786,0.0030864197530864196,author_education,google,informative,post,categorical,,,,
postgraduate,0.04374269951659571,0.16098981077147015,0.20473251028806586,author_education,google,informative,post,categorical,,,,
some college,0.004113429295379778,0.37860262008733625,0.38271604938271603,author_education,google,informative,post,categorical,,,,
$100k+,0.018874332848131975,0.20334788937409023,0.2222222222222222,author_income,google,informative,post,categorical,,,,
$30-60k,-0.04489011087749567,0.326783114992722,0.28189300411522633,author_income,google,informative,post,categorical,,,,
$60-100k,0.00734810501913849,0.2272197962154294,0.2345679012345679,author_income,google,informative,post,categorical,,,,
<$30k,0.022619368519417038,0.19548762736535663,0.21810699588477367,author_income,google,informative,post,categorical,,,,
Prefer not to say,-0.003951695509191874,0.04716157205240175,0.043209876543209874,author_income,google,informative,post,categorical,,,,
divorced,-0.011600805074846815,0.15254730713245998,0.14094650205761317,author_marital_status,google,informative,post,categorical,,,,
married,0.01675831581217324,0.5912663755458515,0.6080246913580247,author_marital_status,google,informative,post,categorical,,,,
other,0.0009111003288586952,0.04847161572052402,0.04938271604938271,author_marital_status,google,informative,post,categorical,,,,
single,-0.01940176469531152,0.16652110625909752,0.147119341563786,author_marital_status,google,informative,post,categorical,,,,
widowed,0.01333315362912646,0.04119359534206696,0.05452674897119342,author_marital_status,google,informative,post,categorical,,,,
not religious,0.011236904055923924,0.5978165938864629,0.6090534979423868,author_religiosity,google,informative,post,categorical,,,,
religious,0.022887127787661513,0.11703056768558952,0.13991769547325103,author_religiosity,google,informative,post,categorical,,,,
somewhat religious,-0.040968965083472586,0.21586608442503638,0.1748971193415638,author_religiosity,google,informative,post,categorical,,,,
very religious,0.006844933239887149,0.0692867540029112,0.07613168724279835,author_religiosity,google,informative,post,categorical,,,,
mean,-0.12437621291354434,,,sentiment_polarity,google,informative,post,numerical,0.19139617176128096,0.06701995884773662,0.43027972055681546,0.42962898166620106
mean,-0.039027791255593275,,,sentiment_subjectivity,google,informative,post,numerical,0.20908951965065498,0.1700617283950617,0.2058646911565696,0.1567998596291075
mean,-0.022569051341491907,,,has_emoji,google,informative,post,binary,0.03697234352256187,0.01440329218106996,0.18870763849538771,0.11920762210243616
mean,-0.05635613779718582,,,has_hashtag,google,informative,post,binary,0.25080058224163027,0.19444444444444445,0.4335054843024699,0.39597615632114924
mean,-0.1850980286448506,,,has_mention,google,informative,post,binary,0.5544395924308588,0.36934156378600824,0.4970636727018788,0.48287499219290353
mean,0.26402860890973456,,,has_url,google,informative,post,binary,0.5219796215429403,0.7860082304526749,0.4995530215156671,0.41033220061950854
mean,-0.297611221792101,,,avg_word_length,google,informative,post,numerical,5.1023330722746,4.804721850482499,2.0856060313199665,0.7234521451325342
mean,22.0598486890578,,,text_length,google,informative,post,numerical,87.35167394468705,109.41152263374485,48.785730612461954,45.94040144591518
mean,0.24565769204161625,,,polarization_score,google,informative,post,numerical,0.3223535894700956,0.5680112815117119,0.3808863683974616,0.4058451428963099
arts_&_culture,0.012765288335399933,0.012954876273653566,0.0257201646090535,primary_topic,google,informative,post,categorical,,,,
business_&_entrepreneurs,0.011253975955577117,0.08442503639010189,0.09567901234567901,primary_topic,google,informative,post,categorical,,,,
celebrity_&_pop_culture,-0.02545060829874027,0.04294032023289665,0.01748971193415638,primary_topic,google,informative,post,categorical,,,,
diaries_&_daily_life,-0.09335723399284776,0.17874818049490537,0.08539094650205761,primary_topic,google,informative,post,categorical,,,,
family,-0.005385735080058224,0.005385735080058224,0.0,primary_topic,google,informative,post,categorical,,,,
fashion_&_style,-0.018476288029902782,0.01950509461426492,0.00102880658436214,primary_topic,google,informative,post,categorical,,,,
film_tv_&_video,-0.025729149819397272,0.05967976710334789,0.033950617283950615,primary_topic,google,informative,post,categorical,,,,
fitness_&_health,0.004981400614588386,0.013537117903930132,0.018518518518518517,primary_topic,google,informative,post,categorical,,,,
food_&_dining,-0.018537387460240445,0.0586608442503639,0.040123456790123455,primary_topic,google,informative,post,categorical,,,,
gaming,-0.020464715078979998,0.026637554585152837,0.006172839506172839,primary_topic,google,informative,post,categorical,,,,
learning_&_educational,0.01475371538447715,0.005822416302765648,0.0205761316872428,primary_topic,google,informative,post,categorical,,,,
music,-0.010378816468093514,0.03609898107714701,0.0257201646090535,primary_topic,google,informative,post,categorical,,,,
news_&_social_concern,0.22140995920714507,0.2950509461426492,0.5164609053497943,primary_topic,google,informative,post,categorical,,,,
other_hobbies,-0.0112746419393678,0.01950509461426492,0.00823045267489712,primary_topic,google,informative,post,categorical,,,,
relationships,-0.0010189228529839884,0.0010189228529839884,0.0,primary_topic,google,informative,post,categorical,,,,
science_&_technology,0.04068143835247183,0.027219796215429404,0.06790123456790123,primary_topic,google,informative,post,categorical,,,,
sports,-0.07438586087300303,0.10422125181950509,0.029835390946502057,primary_topic,google,informative,post,categorical,,,,
travel_&_adventure,-0.0034440311247686305,0.00858806404657933,0.0051440329218107,primary_topic,google,informative,post,categorical,,,,
youth_&_student_life,0.00205761316872428,0.0,0.00205761316872428,primary_topic,google,informative,post,categorical,,,,
mean,-0.035615903980574196,,,toxicity,google,informative,post,numerical,0.0626116438211637,0.02699573984058951,0.18897110799411754,0.11340503942036916
mean,61560.047345768864,,,user_followers_count,google,informative,post,numerical,2480.8960698689957,64040.94341563786,97608.8513463634,724096.1706284039
mean,658.3711511851493,,,user_friends_count,google,informative,post,numerical,1137.5804949053856,1795.951646090535,3470.301830493704,5566.094209446323
mean,9295.820443150573,,,user_statuses_count,google,informative,post,numerical,12805.049927219796,22100.87037037037,72531.9406647822,109250.4191412523
mean,-2365.791995974627,,,user_favourites_count,google,informative,post,numerical,12845.337263464338,10479.545267489711,39811.46307692252,32199.039838001303
mean,1.1403516811328553,,,favorite_count,google,informative,post,numerical,0.6508005822416303,1.7911522633744856,6.610090692714015,11.590533972368986
mean,0.3933805955397416,,,retweet_count,google,informative,post,numerical,0.09941775836972344,0.492798353909465,1.3171598719450357,3.2054519706631037
mean,0.0,,,retweeted,google,informative,post,binary,0.0,0.0,0.0,0.0
female,-0.11432911735059142,0.5515488482922954,0.437219730941704,author_gender,google,controversial,author,categorical,,,,
male,0.11432911735059137,0.44845115170770455,0.5627802690582959,author_gender,google,controversial,author,categorical,,,,
Democrat,-0.029136940485900598,0.43272438443208894,0.40358744394618834,author_partisanship,google,controversial,author,categorical,,,,
Independent,0.02913569385625292,0.2926131850675139,0.3217488789237668,author_partisanship,google,controversial,author,categorical,,,,
Other,-0.0030043774509629292,0.06354249404289118,0.06053811659192825,author_partisanship,google,controversial,author,categorical,,,,
Republican,0.0030056240806106416,0.21111993645750596,0.2141255605381166,author_partisanship,google,controversial,author,categorical,,,,
center,-0.06879721609790673,0.3221604447974583,0.2533632286995516,author_ideology,google,controversial,author,categorical,,,,
center-left,-0.0144277791827096,0.21397934868943605,0.19955156950672645,author_ideology,google,controversial,author,categorical,,,,
center-right,-0.03380396570699931,0.17505957108816522,0.1412556053811659,author_ideology,google,controversial,author,categorical,,,,
left,0.03985581837674573,0.19332803812549643,0.23318385650224216,author_ideology,google,controversial,author,categorical,,,,
right,0.0771731426108699,0.095472597299444,0.1726457399103139,author_ideology,google,controversial,author,categorical,,,,
Middle Eastern,-0.0014297061159650516,0.0014297061159650516,0.0,author_race,google,controversial,author,categorical,,,,
Mixed,-0.0004945557902385281,0.037490071485305795,0.03699551569506727,author_race,google,controversial,author,categorical,,,,
asian,0.0006037249293873344,0.015091342335186657,0.01569506726457399,author_race,google,controversial,author,categorical,,,,
black,-0.015594802622908785,0.09070691024622717,0.07511210762331838,author_race,google,controversial,author,categorical,,,,
hispanic,-0.005972780732092169,0.05305798252581414,0.04708520179372197,author_race,google,controversial,author,categorical,,,,
native american,-0.0018245315343873893,0.011914217633042097,0.010089686098654708,author_race,google,controversial,author,categorical,,,,
other,0.0023602261030001032,0.014455917394757744,0.016816143497757848,author_race,google,controversial,author,categorical,,,,
white,0.022352425763204398,0.7758538522637014,0.7982062780269058,author_race,google,controversial,author,categorical,,,,
18-24,-0.01218651716609025,0.01779189833200953,0.005605381165919282,author_age,google,controversial,author,categorical,,,,
25-34,-0.03753495015262308,0.14964257347100873,0.11210762331838565,author_age,google,controversial,author,categorical,,,,
35-44,-0.02430874386034898,0.20031771247021446,0.17600896860986548,author_age,google,controversial,author,categorical,,,,
45-54,-0.020972762923097188,0.19698173153296267,0.17600896860986548,author_age,google,controversial,author,categorical,,,,
55-64,0.016358986596950398,0.27736298649722,0.2937219730941704,author_age,google,controversial,author,categorical,,,,
65+,0.07864398750520912,0.1579030976965846,0.2365470852017937,author_age,google,controversial,author,categorical,,,,
college,-0.010814690283768524,0.2641779189833201,0.2533632286995516,author_education,google,controversial,author,categorical,,,,
high school,-0.0202602250344604,0.18617950754567117,0.16591928251121077,author_education,google,controversial,author,categorical,,,,
less than high school,0.0004085383445470627,0.010802223987291502,0.011210762331838564,author_education,google,controversial,author,categorical,,,,
postgraduate,0.03281610075616992,0.17458300238284352,0.20739910313901344,author_education,google,controversial,author,categorical,,,,
some college,-0.0021497237824880666,0.3642573471008737,0.36210762331838564,author_education,google,controversial,author,categorical,,,,
$100k+,0.06161021808895237,0.2096902303415409,0.2713004484304933,author_income,google,controversial,author,categorical,,,,
$30-60k,-0.06939185843986082,0.30818109610802225,0.23878923766816143,author_income,google,controversial,author,categorical,,,,
$60-100k,0.01949052027197898,0.22938840349483716,0.24887892376681614,author_income,google,controversial,author,categorical,,,,
<$30k,0.0061373358455888705,0.20238284352660843,0.2085201793721973,author_income,google,controversial,author,categorical,,,,
Prefer not to say,-0.01784621576665943,0.050357426528991264,0.032511210762331835,author_income,google,controversial,author,categorical,,,,
divorced,-0.019597730421681392,0.14964257347100873,0.13004484304932734,author_marital_status,google,controversial,author,categorical,,,,
married,0.058666213130928124,0.5747418586179508,0.6334080717488789,author_marital_status,google,controversial,author,categorical,,,,
other,-0.005355520966529775,0.05019857029388403,0.04484304932735426,author_marital_status,google,controversial,author,categorical,,,,
single,-0.026945899835088716,0.1715647339158062,0.1446188340807175,author_marital_status,google,controversial,author,categorical,,,,
widowed,-0.006767061907628311,0.05385226370135028,0.04708520179372197,author_marital_status,google,controversial,author,categorical,,,,
not religious,0.004595967331179618,0.6019062748212868,0.6065022421524664,author_religiosity,google,controversial,author,categorical,,,,
religious,0.017057277289613426,0.12756155679110406,0.1446188340807175,author_religiosity,google,controversial,author,categorical,,,,
somewhat religious,-0.024335991622648767,0.19698173153296267,0.1726457399103139,author_religiosity,google,controversial,author,categorical,,,,
very religious,0.0026827470018556954,0.07355043685464654,0.07623318385650224,author_religiosity,google,controversial,author,categorical,,,,
mean,-0.20412299356739103,,,sentiment_polarity,google,controversial,author,numerical,0.19866525814138206,-0.005457735426008969,0.4247034289813186,0.47905355463841515
mean,0.006695166816855835,,,sentiment_subjectivity,google,controversial,author,numerical,0.20393375694996027,0.2106289237668161,0.20311073576877364,0.16748559806676866
mean,-0.04327692630994063,,,has_emoji,google,controversial,author,binary,0.05448768864177919,0.011210762331838564,0.22699551935677165,0.10534477826776534
mean,-0.07575999886022436,,,has_hashtag,google,controversial,author,binary,0.25401111993645753,0.17825112107623317,0.4353384628672332,0.3829387102851851
mean,-0.11628525735778622,,,has_mention,google,controversial,author,binary,0.5669579030976966,0.45067264573991034,0.49553571743961333,0.4978399992819215
mean,-0.0037692737848031843,,,has_url,google,controversial,author,binary,0.5385226370135028,0.5347533632286996,0.49855339837077195,0.49907056796294635
mean,-0.4019443066549764,,,avg_word_length,google,controversial,author,numerical,5.194783473750243,4.792839167095266,1.729182779451262,0.9054049618407599
mean,25.122139430183395,,,text_length,google,controversial,author,numerical,88.24781572676727,113.36995515695067,50.30657427445612,53.783223645268784
mean,0.3829420667647053,,,polarization_score,google,controversial,author,numerical,0.32324258197221767,0.706184648736923,0.37731358995446107,0.3836715900895517
arts_&_culture,-0.010457263754777263,0.013820492454328832,0.0033632286995515697,primary_topic,google,controversial,author,categorical,,,,
business_&_entrepreneurs,-0.056175981364667664,0.08308181096108022,0.026905829596412557,primary_topic,google,controversial,author,categorical,,,,
celebrity_&_pop_culture,-0.026197565866567886,0.04749801429706116,0.021300448430493273,primary_topic,google,controversial,author,categorical,,,,
diaries_&_daily_life,-0.08394376631749163,0.17362986497220015,0.08968609865470852,primary_topic,google,controversial,author,categorical,,,,
family,-0.002046965881527442,0.004289118347895155,0.002242152466367713,primary_topic,google,controversial,author,categorical,,,,
fashion_&_style,-0.014110957162243507,0.017474185861795076,0.0033632286995515697,primary_topic,google,controversial,author,categorical,,,,
film_tv_&_video,-0.03198442069120272,0.06449563145353455,0.032511210762331835,primary_topic,google,controversial,author,categorical,,,,
fitness_&_health,-0.008541906346057268,0.013026211278792693,0.004484304932735426,primary_topic,google,controversial,author,categorical,,,,
food_&_dining,-0.03918744679562754,0.06497220015885624,0.0257847533632287,primary_topic,google,controversial,author,categorical,,,,
gaming,-0.022671028683167296,0.028276409849086578,0.005605381165919282,primary_topic,google,controversial,author,categorical,,,,
learning_&_educational,-0.0029819381173042878,0.007466243050039714,0.004484304932735426,primary_topic,google,controversial,author,categorical,,,,
music,-0.02031988516760045,0.04162033359809372,0.021300448430493273,primary_topic,google,controversial,author,categorical,,,,
news_&_social_concern,0.38916002094337804,0.2924543288324067,0.6816143497757847,primary_topic,google,controversial,author,categorical,,,,
other_hobbies,-0.009122835761886614,0.020333598093725178,0.011210762331838564,primary_topic,google,controversial,author,categorical,,,,
relationships,-0.0009531374106433678,0.0009531374106433678,0.0,primary_topic,google,controversial,author,categorical,,,,
science_&_technology,-0.013366541172615466,0.030182684670373314,0.016816143497757848,primary_topic,google,controversial,author,categorical,,,,
sports,-0.04330399598229073,0.0903891977760127,0.04708520179372197,primary_topic,google,controversial,author,categorical,,,,
travel_&_adventure,-0.0037943844677069496,0.006036536934074663,0.002242152466367713,primary_topic,google,controversial,author,categorical,,,,
mean,0.04893361541681304,,,toxicity,google,controversial,author,numerical,0.053796361070364826,0.10272997648717787,0.17628693871174247,0.2382402229644311
mean,16949.153860990107,,,user_followers_count,google,controversial,author,numerical,8079.268784749802,25028.42264573991,215090.52117529564,406977.35108662175
mean,528.9410741317224,,,user_friends_count,google,controversial,author,numerical,1266.2169976171565,1795.158071748879,4125.754751985068,6719.94306021718
mean,6196.289393496869,,,user_statuses_count,google,controversial,author,numerical,15273.33280381255,21469.622197309418,79934.45385894793,125745.24779996058
mean,507.9718112104056,,,user_favourites_count,google,controversial,author,numerical,14298.33312152502,14806.304932735426,41466.708210818826,36570.427283597484
mean,0.704317434649893,,,favorite_count,google,controversial,author,numerical,1.0344718030182685,1.7387892376681615,14.36761177549541,14.071492059056832
mean,0.3436722859982119,,,retweet_count,google,controversial,author,numerical,0.2527402700555997,0.5964125560538116,6.474570655881477,5.928181143696577
mean,0.0,,,retweeted,google,controversial,author,binary,0.0,0.0,0.0,0.0
female,-0.10489653568937463,0.543399209486166,0.4385026737967914,author_gender,google,controversial,author_post,categorical,,,,
male,0.10489653568937457,0.456600790513834,0.5614973262032086,author_gender,google,controversial,author_post,categorical,,,,
Democrat,-0.034791908858404996,0.43051383399209486,0.39572192513368987,author_partisanship,google,controversial,author_post,categorical,,,,
Independent,0.02291560102301793,0.3000790513833992,0.3229946524064171,author_partisanship,google,controversial,author_post,categorical,,,,
Other,0.00842594745408045,0.049328063241106716,0.057754010695187166,author_partisanship,google,controversial,author_post,categorical,,,,
Republican,0.003450360381306694,0.2200790513833992,0.2235294117647059,author_partisanship,google,controversial,author_post,categorical,,,,
center,-0.06558474773308531,0.33296442687747035,0.26737967914438504,author_ideology,google,controversial,author_post,categorical,,,,
center-left,-0.0038688677051848253,0.20600790513833991,0.2021390374331551,author_ideology,google,controversial,author_post,categorical,,,,
center-right,-0.03143455010462684,0.1715415019762846,0.14010695187165775,author_ideology,google,controversial,author_post,categorical,,,,
left,0.04827714485003487,0.19557312252964426,0.24385026737967913,author_ideology,google,controversial,author_post,categorical,,,,
right,0.05261102069286212,0.09391304347826086,0.146524064171123,author_ideology,google,controversial,author_post,categorical,,,,
Middle Eastern,-0.0014229249011857706,0.0014229249011857706,0.0,author_race,google,controversial,author_post,categorical,,,,
Mixed,0.007830737037898165,0.030671936758893282,0.038502673796791446,author_race,google,controversial,author_post,categorical,,,,
asian,0.0037200651011392687,0.016600790513833993,0.020320855614973262,author_race,google,controversial,author_post,categorical,,,,
black,-0.01569867472680772,0.08521739130434783,0.06951871657754011,author_race,google,controversial,author_post,categorical,,,,
hispanic,-0.03433620088351546,0.05786561264822134,0.023529411764705882,author_race,google,controversial,author_post,categorical,,,,
native american,-0.00016740292955126634,0.014071146245059288,0.013903743315508022,author_race,google,controversial,author_post,categorical,,,,
other,0.004073471285747502,0.01517786561264822,0.019251336898395723,author_race,google,controversial,author_post,categorical,,,,
white,0.036000930016275245,0.7789723320158103,0.8149732620320855,author_race,google,controversial,author_post,categorical,,,,
18-24,-0.01568007440130202,0.021027667984189723,0.0053475935828877,author_age,google,controversial,author_post,categorical,,,,
25-34,-0.047551732155312734,0.15557312252964428,0.10802139037433155,author_age,google,controversial,author_post,categorical,,,,
35-44,-0.002241339223436417,0.18940711462450593,0.18716577540106952,author_age,google,controversial,author_post,categorical,,,,
45-54,-0.026375261567077424,0.20284584980237155,0.17647058823529413,author_age,google,controversial,author_post,categorical,,,,
55-64,0.01370843989769821,0.2558102766798419,0.2695187165775401,author_age,google,controversial,author_post,categorical,,,,
65+,0.07813996744943036,0.17533596837944665,0.253475935828877,author_age,google,controversial,author_post,categorical,,,,
college,-0.006305510346431065,0.26940711462450595,0.2631016042780749,author_education,google,controversial,author_post,categorical,,,,
high school,-0.014331550802139048,0.18545454545454546,0.1711229946524064,author_education,google,controversial,author_post,categorical,,,,
less than high school,0.001571727505231343,0.012332015810276679,0.013903743315508022,author_education,google,controversial,author_post,categorical,,,,
postgraduate,0.04662171588002789,0.16300395256916997,0.20962566844919786,author_education,google,controversial,author_post,categorical,,,,
some college,-0.02755638223668916,0.369802371541502,0.3422459893048128,author_education,google,controversial,author_post,categorical,,,,
$100k+,0.026226458963031857,0.2015810276679842,0.22780748663101605,author_income,google,controversial,author_post,categorical,,,,
$30-60k,-0.025780051150895156,0.2942292490118577,0.26844919786096255,author_income,google,controversial,author_post,categorical,,,,
$60-100k,0.009225761450825376,0.25280632411067194,0.2620320855614973,author_income,google,controversial,author_post,categorical,,,,
<$30k,-0.00570099976749594,0.20142292490118577,0.19572192513368983,author_income,google,controversial,author_post,categorical,,,,
Prefer not to say,-0.003971169495466172,0.0499604743083004,0.045989304812834225,author_income,google,controversial,author_post,categorical,,,,
divorced,0.006705417344803538,0.13233201581027668,0.13903743315508021,author_marital_status,google,controversial,author_post,categorical,,,,
married,0.03910718437572647,0.5865612648221344,0.6256684491978609,author_marital_status,google,controversial,author_post,categorical,,,,
other,-0.007328528249244362,0.054387351778656126,0.047058823529411764,author_marital_status,google,controversial,author_post,categorical,,,,
single,-0.04373866542664495,0.178498023715415,0.13475935828877006,author_marital_status,google,controversial,author_post,categorical,,,,
widowed,0.005254591955359218,0.048221343873517786,0.053475935828877004,author_marital_status,google,controversial,author_post,categorical,,,,
not religious,-0.009514066496163709,0.5966798418972332,0.5871657754010695,author_religiosity,google,controversial,author_post,categorical,,,,
religious,0.031248546849569875,0.12490118577075099,0.15614973262032086,author_religiosity,google,controversial,author_post,categorical,,,,
somewhat religious,-0.03583352708672402,0.20695652173913043,0.1711229946524064,author_religiosity,google,controversial,author_post,categorical,,,,
very religious,0.014099046733317827,0.07146245059288538,0.0855614973262032,author_religiosity,google,controversial,author_post,categorical,,,,
mean,-0.21393834922111135,,,sentiment_polarity,google,controversial,author_post,numerical,0.2111686166007905,-0.0027697326203208576,0.42028543499899595,0.4689639795382138
mean,-0.008257084398976988,,,sentiment_subjectivity,google,controversial,author_post,numerical,0.20881644268774702,0.20055935828877003,0.20635365847778522,0.17193237445916945
mean,-0.033452685421994886,,,has_emoji,google,controversial,author_post,binary,0.04521739130434783,0.011764705882352941,0.20779702991885798,0.10788301735645767
mean,-0.039944199023482896,,,has_hashtag,google,controversial,author_post,binary,0.24743083003952568,0.20748663101604278,0.4315533097654743,0.40572402512560135
mean,-0.12412927226226461,,,has_mention,google,controversial,author_post,binary,0.5519367588932806,0.42780748663101603,0.49733457398352415,0.49502558209108594
mean,-0.0018879330388282822,,,has_url,google,controversial,author_post,binary,0.5334387351778657,0.5315508021390374,0.4989200398070889,0.4992706150392261
mean,-0.2877305401978987,,,avg_word_length,google,controversial,author_post,numerical,5.087421303432028,4.799690763234129,1.61848491937959,1.002527596351304
mean,22.469993024877937,,,text_length,google,controversial,author_post,numerical,86.98134387351779,109.45133689839572,46.73996085063567,52.207495911670634
mean,0.3318117644356737,,,polarization_score,google,controversial,author_post,numerical,0.31487008274061673,0.6466818471762904,0.3724325432355337,0.4071846530650428
arts_&_culture,-0.0057940013950244125,0.013280632411067193,0.0074866310160427805,primary_topic,google,controversial,author_post,categorical,,,,
business_&_entrepreneurs,-0.0428365496396187,0.08347826086956522,0.040641711229946524,primary_topic,google,controversial,author_post,categorical,,,,
celebrity_&_pop_culture,-0.024217623808416647,0.04774703557312253,0.023529411764705882,primary_topic,google,controversial,author_post,categorical,,,,
diaries_&_daily_life,-0.08444547779586141,0.18498023715415018,0.10053475935828877,primary_topic,google,controversial,author_post,categorical,,,,
family,-0.002957451755405719,0.0061660079051383395,0.0032085561497326204,primary_topic,google,controversial,author_post,categorical,,,,
fashion_&_style,-0.008993257382004186,0.017549407114624507,0.008556149732620321,primary_topic,google,controversial,author_post,categorical,,,,
film_tv_&_video,-0.030551034643106253,0.06798418972332015,0.0374331550802139,primary_topic,google,controversial,author_post,categorical,,,,
fitness_&_health,-0.007533131829807022,0.015019762845849802,0.0074866310160427805,primary_topic,google,controversial,author_post,categorical,,,,
food_&_dining,-0.021353173680539406,0.05343873517786561,0.03208556149732621,primary_topic,google,controversial,author_post,categorical,,,,
gaming,-0.020339455940478958,0.02782608695652174,0.0074866310160427805,primary_topic,google,controversial,author_post,categorical,,,,
learning_&_educational,-0.006472913275982329,0.01075098814229249,0.0042780748663101605,primary_topic,google,controversial,author_post,categorical,,,,
music,-0.024152522669146713,0.041264822134387355,0.017112299465240642,primary_topic,google,controversial,author_post,categorical,,,,
news_&_social_concern,0.33529876772843525,0.2839525691699605,0.6192513368983957,primary_topic,google,controversial,author_post,categorical,,,,
other_hobbies,-0.00997907463380609,0.019604743083003952,0.009625668449197862,primary_topic,google,controversial,author_post,categorical,,,,
relationships,0.00012090211578702633,0.0009486166007905138,0.0010695187165775401,primary_topic,google,controversial,author_post,categorical,,,,
science_&_technology,-0.007254126947221575,0.03399209486166008,0.026737967914438502,primary_topic,google,controversial,author_post,categorical,,,,
sports,-0.035266217158800274,0.08553359683794466,0.05026737967914439,primary_topic,google,controversial,author_post,categorical,,,,
travel_&_adventure,-0.0032736572890025577,0.006482213438735178,0.0032085561497326204,primary_topic,google,controversial,author_post,categorical,,,,
mean,0.06802846547830545,,,toxicity,google,controversial,author_post,numerical,0.05397226887664905,0.1220007343549545,0.17443626003369156,0.2598570750550809
mean,6541.134006045106,,,user_followers_count,google,controversial,author_post,numerical,9372.545138339921,15913.679144385027,246839.3111332779,306191.86600223946
mean,506.5895745175542,,,user_friends_count,google,controversial,author_post,numerical,1060.3237944664031,1566.9133689839573,3048.098419220692,5983.552748724598
mean,492.99156475238306,,,user_statuses_count,google,controversial,author_post,numerical,11913.164584980237,12406.15614973262,51212.705881276284,38954.693235830346
mean,2718.2902301790273,,,user_favourites_count,google,controversial,author_post,numerical,10510.761106719368,13229.051336898396,31651.046906738193,40162.53065271049
mean,-0.5111555452220413,,,favorite_count,google,controversial,author_post,numerical,4.961422924901186,4.450267379679144,241.48547851938392,45.56539218674472
mean,-0.37475005812601725,,,retweet_count,google,controversial,author_post,numerical,1.7897233201581029,1.4149732620320856,80.25919658005631,14.470711406958587
mean,0.0,,,retweeted,google,controversial,author_post,binary,0.0,0.0,0.0,0.0
female,-0.14461382408346618,0.562089552238806,0.4174757281553398,author_gender,google,controversial,none,categorical,,,,
male,0.14461382408346612,0.43791044776119403,0.5825242718446602,author_gender,google,controversial,none,categorical,,,,
Democrat,-0.03939718881321547,0.4471641791044776,0.4077669902912621,author_partisanship,google,controversial,none,categorical,,,,
Independent,0.05998905150622291,0.2808955223880597,0.3408845738942826,author_partisanship,google,controversial,none,categorical,,,,
Other,0.0008031042200003224,0.05313432835820896,0.05393743257820928,author_partisanship,google,controversial,none,categorical,,,,
Republican,-0.021394966913007796,0.21880597014925374,0.19741100323624594,author_partisanship,google,controversial,none,categorical,,,,
center,-0.05631695889484617,0.32492537313432834,0.2686084142394822,author_ideology,google,controversial,none,categorical,,,,
center-left,-0.00032233653737784307,0.2128358208955224,0.21251348435814454,author_ideology,google,controversial,none,categorical,,,,
center-right,-0.02699479946545591,0.16507462686567165,0.13807982740021574,author_ideology,google,controversial,none,categorical,,,,
left,0.02427780192886697,0.19686567164179106,0.22114347357065803,author_ideology,google,controversial,none,categorical,,,,
right,0.059356292968812896,0.10029850746268656,0.15965480043149946,author_ideology,google,controversial,none,categorical,,,,
Middle Eastern,-0.001044776119402985,0.001044776119402985,0.0,author_race,google,controversial,none,categorical,,,,
Mixed,0.010775249963773364,0.028059701492537312,0.038834951456310676,author_race,google,controversial,none,categorical,,,,
asian,0.001771562897486676,0.016567164179104477,0.018338727076591153,author_race,google,controversial,none,categorical,,,,
black,-0.02034970777182052,0.08507462686567165,0.06472491909385113,author_race,google,controversial,none,categorical,,,,
hispanic,0.0014001191453734615,0.05253731343283582,0.05393743257820928,author_race,google,controversial,none,categorical,,,,
native american,0.007226005892865766,0.008955223880597015,0.016181229773462782,author_race,google,controversial,none,categorical,,,,
other,0.00940411212545686,0.014328358208955224,0.023732470334412083,author_race,google,controversial,none,categorical,,,,
white,-0.009182566133732584,0.7934328358208955,0.7842502696871629,author_race,google,controversial,none,categorical,,,,
18-24,-0.012150251976364136,0.019701492537313434,0.007551240560949299,author_age,google,controversial,none,categorical,,,,
25-34,-0.07417459627429197,0.1691044776119403,0.09492988133764833,author_age,google,controversial,none,categorical,,,,
35-44,-0.02529729990822585,0.1935820895522388,0.16828478964401294,author_age,google,controversial,none,categorical,,,,
45-54,-0.023160411534560194,0.1882089552238806,0.1650485436893204,author_age,google,controversial,none,categorical,,,,
55-64,0.04035324993157191,0.25522388059701495,0.29557713052858686,author_age,google,controversial,none,categorical,,,,
65+,0.09442930976187022,0.17417910447761195,0.2686084142394822,author_age,google,controversial,none,categorical,,,,
college,-0.005815743290022379,0.2571641791044776,0.2513484358144552,author_education,google,controversial,none,categorical,,,,
high school,-0.04268592313513339,0.1991044776119403,0.15641855447680691,author_education,google,controversial,none,categorical,,,,
less than high school,0.011724226762626995,0.009850746268656717,0.021574973031283712,author_education,google,controversial,none,categorical,,,,
postgraduate,0.05733082162005507,0.16597014925373135,0.22330097087378642,author_education,google,controversial,none,categorical,,,,
some college,-0.020553381957526262,0.367910447761194,0.34735706580366776,author_education,google,controversial,none,categorical,,,,
$100k+,0.04077814809447908,0.20194029850746267,0.24271844660194175,author_income,google,controversial,none,categorical,,,,
$30-60k,-0.04348113799932379,0.31208955223880597,0.2686084142394822,author_income,google,controversial,none,categorical,,,,
