category,directional_bias,prop_pool,prop_recommended,feature,provider,prompt_style,context_level,feature_type,mean_pool,mean_recommended,std_pool,std_recommended
mean,0.6668657797671121,,,retweet_count,openai,controversial,author,numerical,0.1106743271847596,0.7775401069518717,1.279305582021455,12.623256482414515
mean,0.0,,,retweeted,openai,controversial,author,binary,0.0,0.0,0.0,0.0
female,-0.09600365688393192,0.5352070111816258,0.4392033542976939,author_gender,openai,controversial,author_post,categorical,,,,
male,0.09600365688393192,0.4647929888183741,0.560796645702306,author_gender,openai,controversial,author_post,categorical,,,,
Democrat,0.007123701131467208,0.4404653974010275,0.44758909853249473,author_partisanship,openai,controversial,author_post,categorical,,,,
Independent,0.039787619433182986,0.2883046237533998,0.3280922431865828,author_partisanship,openai,controversial,author_post,categorical,,,,
Other,0.011688153710767847,0.04910849199153823,0.06079664570230608,author_partisanship,openai,controversial,author_post,categorical,,,,
Republican,-0.05859947427541812,0.22212148685403446,0.16352201257861634,author_partisanship,openai,controversial,author_post,categorical,,,,
center,-0.06265644867913123,0.3236627379873073,0.2610062893081761,author_ideology,openai,controversial,author_post,categorical,,,,
center-left,-0.0031750647652390718,0.20338470837110909,0.20020964360587,author_ideology,openai,controversial,author_post,categorical,,,,
center-right,-0.07488724291098606,0.18495013599274707,0.11006289308176101,author_ideology,openai,controversial,author_post,categorical,,,,
left,0.078680974890284,0.19280749471139316,0.27148846960167716,author_ideology,openai,controversial,author_post,categorical,,,,
right,0.062037781465072384,0.09519492293744333,0.15723270440251572,author_ideology,openai,controversial,author_post,categorical,,,,
Middle Eastern,-0.0009066183136899365,0.0009066183136899365,0.0,author_race,openai,controversial,author_post,categorical,,,,
Mixed,0.007194025822466268,0.032638259292837715,0.039832285115303984,author_race,openai,controversial,author_post,categorical,,,,
asian,0.001642176568193092,0.017225747960108794,0.018867924528301886,author_race,openai,controversial,author_post,categorical,,,,
black,-0.006473672906557482,0.08718646116651556,0.08071278825995808,author_race,openai,controversial,author_post,categorical,,,,
hispanic,-0.024046292653350593,0.05968570565125415,0.03563941299790356,author_race,openai,controversial,author_post,categorical,,,,
native american,0.004834347339350847,0.011937141130250831,0.016771488469601678,author_race,openai,controversial,author_post,categorical,,,,
other,0.006194274809885752,0.010577213659715926,0.016771488469601678,author_race,openai,controversial,author_post,categorical,,,,
white,0.01156175933370207,0.779842852825627,0.7914046121593291,author_race,openai,controversial,author_post,categorical,,,,
18-24,-0.009434912597813094,0.016772438803263828,0.007337526205450734,author_age,openai,controversial,author_post,categorical,,,,
25-34,-0.05677293297676814,0.15216077364762767,0.09538784067085954,author_age,openai,controversial,author_post,categorical,,,,
35-44,-0.01532888197045984,0.2061045633121789,0.19077568134171907,author_age,openai,controversial,author_post,categorical,,,,
45-54,-0.025564925845464354,0.19537624660018132,0.16981132075471697,author_age,openai,controversial,author_post,categorical,,,,
55-64,0.009626879997567173,0.26186158960411,0.27148846960167716,author_age,openai,controversial,author_post,categorical,,,,
65+,0.09747477339293828,0.16772438803263826,0.26519916142557654,author_age,openai,controversial,author_post,categorical,,,,
college,0.0005141305112224548,0.2594439407676035,0.259958071278826,author_education,openai,controversial,author_post,categorical,,,,
high school,-0.03277890867483571,0.1816258688425506,0.1488469601677149,author_education,openai,controversial,author_post,categorical,,,,
less than high school,-0.0017571669413130944,0.012239347234814143,0.010482180293501049,author_education,openai,controversial,author_post,categorical,,,,
postgraduate,0.04993623261126981,0.17543064369900271,0.22536687631027252,author_education,openai,controversial,author_post,categorical,,,,
some college,-0.015914287506343494,0.371260199456029,0.3553459119496855,author_education,openai,controversial,author_post,categorical,,,,
$100k+,0.05001035863691741,0.20051375037775762,0.25052410901467503,author_income,openai,controversial,author_post,categorical,,,,
$30-60k,-0.02355877148466823,0.28875793291024476,0.26519916142557654,author_income,openai,controversial,author_post,categorical,,,,
$60-100k,0.010430862275744995,0.23904502870957994,0.24947589098532494,author_income,openai,controversial,author_post,categorical,,,,
<$30k,-0.03761610701517304,0.22000604412209127,0.18238993710691823,author_income,openai,controversial,author_post,categorical,,,,
Prefer not to say,0.0007336575871788528,0.051677243880326386,0.05241090146750524,author_income,openai,controversial,author_post,categorical,,,,
divorced,-0.010330126907557247,0.14974312481112118,0.13941299790356393,author_marital_status,openai,controversial,author_post,categorical,,,,
married,0.04418101195329682,0.5826533695980659,0.6268343815513627,author_marital_status,openai,controversial,author_post,categorical,,,,
other,0.007022965763279487,0.051677243880326386,0.05870020964360587,author_marital_status,openai,controversial,author_post,categorical,,,,
single,-0.040767413438858396,0.17074644907827138,0.129979035639413,author_marital_status,openai,controversial,author_post,categorical,,,,
widowed,-0.00010643737016065996,0.04517981263221517,0.04507337526205451,author_marital_status,openai,controversial,author_post,categorical,,,,
not religious,0.013337932948258135,0.5988213961922031,0.6121593291404612,author_religiosity,openai,controversial,author_post,categorical,,,,
religious,-0.004095938083861245,0.12254457540042309,0.11844863731656184,author_religiosity,openai,controversial,author_post,categorical,,,,
somewhat religious,-0.024498651476533434,0.21003324267150197,0.18553459119496854,author_religiosity,openai,controversial,author_post,categorical,,,,
very religious,0.01525665661213653,0.06860078573587186,0.08385744234800839,author_religiosity,openai,controversial,author_post,categorical,,,,
mean,-0.24356046326865366,,,sentiment_polarity,openai,controversial,author_post,numerical,0.1995995618011484,-0.04396090146750524,0.41865943266992983,0.48489420227447183
mean,0.011632698890580495,,,sentiment_subjectivity,openai,controversial,author_post,numerical,0.20333061347839224,0.21496331236897273,0.20558844012411243,0.16008853700667314
mean,-0.03435741288766486,,,has_emoji,openai,controversial,author_post,binary,0.04064672106376549,0.006289308176100629,0.1974853367184692,0.07909684416270246
mean,-0.04973286120756998,,,has_hashtag,openai,controversial,author_post,binary,0.23526745240253852,0.18553459119496854,0.42419791172317056,0.3889345326407425
mean,-0.08326538447648973,,,has_mention,openai,controversial,author_post,binary,0.5507706255666365,0.46750524109014674,0.49745324956313575,0.4992046796100676
mean,-0.03339472488790818,,,has_url,openai,controversial,author_post,binary,0.5501662133575098,0.5167714884696016,0.4975145748403016,0.4999807511347135
mean,-0.29430304760883264,,,avg_word_length,openai,controversial,author_post,numerical,5.0951122739525925,4.80080922634376,1.5594833866471849,0.9768971147959957
mean,30.446862093280956,,,text_length,openai,controversial,author_post,numerical,85.99758235116349,116.44444444444444,47.16129763650057,54.49654682164063
mean,0.44531286830384675,,,polarization_score,openai,controversial,author_post,numerical,0.30513220423530396,0.7504450725391507,0.366965876135676,0.35330564965662203
arts_&_culture,-0.009406402587948628,0.013599274705349048,0.0041928721174004195,primary_topic,openai,controversial,author_post,categorical,,,,
business_&_entrepreneurs,-0.05947948324656786,0.08673315200967059,0.027253668763102725,primary_topic,openai,controversial,author_post,categorical,,,,
celebrity_&_pop_culture,-0.03652037230271549,0.04805077062556664,0.011530398322851153,primary_topic,openai,controversial,author_post,categorical,,,,
diaries_&_daily_life,-0.09909984395521267,0.17981263221517074,0.08071278825995808,primary_topic,openai,controversial,author_post,categorical,,,,
family,-0.0027293582776912973,0.0037775763070414022,0.0010482180293501049,primary_topic,openai,controversial,author_post,categorical,,,,
fashion_&_style,-0.011502838646648838,0.013599274705349048,0.0020964360587002098,primary_topic,openai,controversial,author_post,categorical,,,,
film_tv_&_video,-0.033829977705172286,0.06527651858567543,0.031446540880503145,primary_topic,openai,controversial,author_post,categorical,,,,
fitness_&_health,-0.01077583339510502,0.016016923541855545,0.005241090146750524,primary_topic,openai,controversial,author_post,categorical,,,,
food_&_dining,-0.04171489610002072,0.0595346025989725,0.01781970649895178,primary_topic,openai,controversial,author_post,categorical,,,,
gaming,-0.02255236813645271,0.02674524025385313,0.0041928721174004195,primary_topic,openai,controversial,author_post,categorical,,,,
learning_&_educational,0.0003772824638730663,0.008008461770927773,0.008385744234800839,primary_topic,openai,controversial,author_post,categorical,,,,
music,-0.03306400877348037,0.04669084315503173,0.013626834381551363,primary_topic,openai,controversial,author_post,categorical,,,,
news_&_social_concern,0.45536472855619603,0.26790571169537625,0.7232704402515723,primary_topic,openai,controversial,author_post,categorical,,,,
other_hobbies,-0.011116052846154285,0.020550015110305228,0.009433962264150943,primary_topic,openai,controversial,author_post,categorical,,,,
relationships,-0.0009066183136899365,0.0009066183136899365,0.0,primary_topic,openai,controversial,author_post,categorical,,,,
science_&_technology,-0.010805293738631636,0.03596252644303415,0.025157232704402517,primary_topic,openai,controversial,author_post,categorical,,,,
sports,-0.06468351038049458,0.09927470534904805,0.03459119496855346,primary_topic,openai,controversial,author_post,categorical,,,,
travel_&_adventure,-0.0075551526140828044,0.0075551526140828044,0.0,primary_topic,openai,controversial,author_post,categorical,,,,
mean,0.047445308602173115,,,toxicity,openai,controversial,author_post,numerical,0.053034884191585564,0.10048019279375868,0.17476752026962444,0.23366083097554705
mean,-961.9920219489059,,,user_followers_count,openai,controversial,author_post,numerical,8280.6953762466,7318.703354297694,243072.62170411192,65254.68868171533
mean,762.6564372751272,,,user_friends_count,openai,controversial,author_post,numerical,1101.8718646116652,1864.5283018867924,3407.373460135032,7290.597007937467
mean,6687.57055562208,,,user_statuses_count,openai,controversial,author_post,numerical,11780.097159262617,18467.667714884697,58490.097769188214,103205.20724822805
mean,1638.9791373251155,,,user_favourites_count,openai,controversial,author_post,numerical,11475.20534904805,13114.184486373166,35503.306018364405,34886.968929421244
mean,1.2225624416732717,,,favorite_count,openai,controversial,author_post,numerical,1.662133575098217,2.8846960167714886,68.8454019188872,31.73584764541802
mean,0.1369744417264901,,,retweet_count,openai,controversial,author_post,numerical,0.704744635841644,0.8417190775681341,45.27856965201385,9.203146251372283
mean,0.0,,,retweeted,openai,controversial,author_post,binary,0.0,0.0,0.0,0.0
female,-0.08442813979797675,0.5390694900089472,0.45464135021097046,author_gender,openai,controversial,none,categorical,,,,
male,0.0844281397979767,0.4609305099910528,0.5453586497890295,author_gender,openai,controversial,none,categorical,,,,
Democrat,-0.04123047437838273,0.4199224575007456,0.37869198312236285,author_partisanship,openai,controversial,none,categorical,,,,
Independent,0.05265012376346645,0.29123173277661796,0.3438818565400844,author_partisanship,openai,controversial,none,categorical,,,,
Other,0.0065814227702127095,0.0524903071875932,0.05907172995780591,author_partisanship,openai,controversial,none,categorical,,,,
Republican,-0.01800107215529642,0.23635550253504325,0.21835443037974683,author_partisanship,openai,controversial,none,categorical,,,,
center,-0.06197642768425782,0.3246346555323591,0.2626582278481013,author_ideology,openai,controversial,none,categorical,,,,
center-left,-0.007738834547058426,0.20921562779600358,0.20147679324894516,author_ideology,openai,controversial,none,categorical,,,,
center-right,-0.04883308731647834,0.18490903668356695,0.1360759493670886,author_ideology,openai,controversial,none,categorical,,,,
left,0.06402510001119974,0.18386519534745005,0.2478902953586498,author_ideology,openai,controversial,none,categorical,,,,
right,0.05452324953659485,0.09737548464062035,0.1518987341772152,author_ideology,openai,controversial,none,categorical,,,,
Middle Eastern,-0.0007456009543692216,0.0007456009543692216,0.0,author_race,openai,controversial,none,categorical,,,,
Mixed,0.005582569171004994,0.029227557411273485,0.03481012658227848,author_race,openai,controversial,none,categorical,,,,
asian,-0.004617692324148284,0.01938562481359976,0.014767932489451477,author_race,openai,controversial,none,categorical,,,,
black,-0.016775392274189865,0.0811213838353713,0.06434599156118144,author_race,openai,controversial,none,categorical,,,,
hispanic,-0.017017633934470172,0.05815687444079928,0.04113924050632911,author_race,openai,controversial,none,categorical,,,,
native american,0.0013361043262472942,0.012376975842529078,0.013713080168776372,author_race,openai,controversial,none,categorical,,,,
other,0.012514141250168313,0.014912019087384432,0.027426160337552744,author_race,openai,controversial,none,categorical,,,,
white,0.019723504739756925,0.7840739636146734,0.8037974683544303,author_race,openai,controversial,none,categorical,,,,
18-24,-0.009455604339460475,0.017894422904861318,0.008438818565400843,author_age,openai,controversial,none,categorical,,,,
25-34,-0.053626011594881326,0.15911124366239188,0.10548523206751055,author_age,openai,controversial,none,categorical,,,,
35-44,-0.010803348849383582,0.19012824336415152,0.17932489451476794,author_age,openai,controversial,none,categorical,,,,
45-54,-0.02664312203568564,0.20280345958842827,0.17616033755274263,author_age,openai,controversial,none,categorical,,,,
55-64,0.0026696918560241145,0.26737250223680287,0.270042194092827,author_age,openai,controversial,none,categorical,,,,
65+,0.09785839496338689,0.16269012824336415,0.26054852320675104,author_age,openai,controversial,none,categorical,,,,
college,0.030819431178829737,0.2645392186101998,0.29535864978902954,author_education,openai,controversial,none,categorical,,,,
high school,-0.028233422805447855,0.1949000894721145,0.16666666666666666,author_education,openai,controversial,none,categorical,,,,
less than high school,0.0040202677619764916,0.00969281240679988,0.013713080168776372,author_education,openai,controversial,none,categorical,,,,
postgraduate,0.03000556212019967,0.1588130032806442,0.18881856540084388,author_education,openai,controversial,none,categorical,,,,
some college,-0.03661183825555803,0.3720548762302416,0.33544303797468356,author_education,openai,controversial,none,categorical,,,,
$100k+,0.02486248853284609,0.19982105577095138,0.22468354430379747,author_income,openai,controversial,none,categorical,,,,
$30-60k,-0.009404953810492778,0.3226960930509991,0.31329113924050633,author_income,openai,controversial,none,categorical,,,,
$60-100k,-0.0019851232160632004,0.24038174768863704,0.23839662447257384,author_income,openai,controversial,none,categorical,,,,
<$30k,-0.013774741682302277,0.1941544885177453,0.18037974683544303,author_income,openai,controversial,none,categorical,,,,
Prefer not to say,0.00030233017601215967,0.042946614971667164,0.043248945147679324,author_income,openai,controversial,none,categorical,,,,
divorced,-0.01958854152902935,0.1430062630480167,0.12341772151898735,author_marital_status,openai,controversial,none,categorical,,,,
married,0.04172691248217797,0.5985684461676111,0.640295358649789,author_marital_status,openai,controversial,none,categorical,,,,
other,0.004532750443270776,0.04399045630778407,0.04852320675105485,author_marital_status,openai,controversial,none,categorical,,,,
single,-0.030745500282510385,0.17104085893229942,0.14029535864978904,author_marital_status,openai,controversial,none,categorical,,,,
widowed,0.004074378886091051,0.0433939755442887,0.04746835443037975,author_marital_status,openai,controversial,none,categorical,,,,
not religious,0.020045340088415076,0.5717268118103191,0.5917721518987342,author_religiosity,openai,controversial,none,categorical,,,,
religious,0.011400458811996556,0.12362063823441694,0.1350210970464135,author_religiosity,openai,controversial,none,categorical,,,,
somewhat religious,-0.03905910822350664,0.2257679689830003,0.18670886075949367,author_religiosity,openai,controversial,none,categorical,,,,
very religious,0.007613309323095008,0.07888458097226364,0.08649789029535865,author_religiosity,openai,controversial,none,categorical,,,,
mean,-0.21651904330903363,,,sentiment_polarity,openai,controversial,none,numerical,0.2009389800178944,-0.015580063291139238,0.43035497221533103,0.4781438386141165
mean,-0.0024485022544204482,,,sentiment_subjectivity,openai,controversial,none,numerical,0.20756770056665672,0.20511919831223627,0.20241668460849763,0.16036489387496816
mean,-0.024920060252107502,,,has_emoji,openai,controversial,none,binary,0.037578288100208766,0.012658227848101266,0.19018820750178975,0.11185345134810258
mean,-0.04752089255670028,,,has_hashtag,openai,controversial,none,binary,0.25216224276767074,0.20464135021097046,0.4342862775170916,0.40365225195195376
mean,-0.05073389785078164,,,has_mention,openai,controversial,none,binary,0.5475693408887563,0.49683544303797467,0.49776912914460564,0.500253902090343
mean,0.044313864654236146,,,has_url,openai,controversial,none,binary,0.5295257977930212,0.5738396624472574,0.4991646851031591,0.4947786761390098
mean,-0.24826335632300545,,,avg_word_length,openai,controversial,none,numerical,5.091759608355631,4.843496252032626,1.6442483176627343,1.0055373151740827
mean,22.362769470252104,,,text_length,openai,controversial,none,numerical,87.67626006561288,110.03902953586498,49.150134725805884,50.292088300500254
mean,0.3891838650332705,,,polarization_score,openai,controversial,none,numerical,0.30462636093166984,0.6938102259649404,0.3686405807008687,0.39003815902891015
arts_&_culture,-0.011322123521853973,0.012376975842529078,0.0010548523206751054,primary_topic,openai,controversial,none,categorical,,,,
business_&_entrepreneurs,-0.06610523229402224,0.09036683566954966,0.024261603375527425,primary_topic,openai,controversial,none,categorical,,,,
celebrity_&_pop_culture,-0.016072891459377014,0.04771846107963018,0.03164556962025317,primary_topic,openai,controversial,none,categorical,,,,
diaries_&_daily_life,-0.09489832771458521,0.17506710408589324,0.08016877637130802,primary_topic,openai,controversial,none,categorical,,,,
family,0.0030704916939424476,0.0053683268714583956,0.008438818565400843,primary_topic,openai,controversial,none,categorical,,,,
fashion_&_style,-0.015900805500710366,0.021175067104085895,0.005274261603375527,primary_topic,openai,controversial,none,categorical,,,,
film_tv_&_video,-0.03363604102881606,0.06844616761109454,0.03481012658227848,primary_topic,openai,controversial,none,categorical,,,,
fitness_&_health,-0.012023680537990413,0.01729794214136594,0.005274261603375527,primary_topic,openai,controversial,none,categorical,,,,
food_&_dining,-0.036292205103811565,0.059498956158663886,0.023206751054852322,primary_topic,openai,controversial,none,categorical,,,,
gaming,-0.025030170097689458,0.027139874739039668,0.002109704641350211,primary_topic,openai,controversial,none,categorical,,,,
learning_&_educational,-0.002629108512938221,0.007903370116313748,0.005274261603375527,primary_topic,openai,controversial,none,categorical,,,,
music,-0.021733481320965798,0.03966597077244259,0.017932489451476793,primary_topic,openai,controversial,none,categorical,,,,
news_&_social_concern,0.3959804872769646,0.2675216224276767,0.6635021097046413,primary_topic,openai,controversial,none,categorical,,,,
other_hobbies,-0.01575168530983652,0.021025946913212048,0.005274261603375527,primary_topic,openai,controversial,none,categorical,,,,
relationships,0.0012149834961071447,0.000894721145243066,0.002109704641350211,primary_topic,openai,controversial,none,categorical,,,,
science_&_technology,-0.0026740962498474213,0.032209961228750375,0.029535864978902954,primary_topic,openai,controversial,none,categorical,,,,
sports,-0.040838797927669784,0.09991052788547569,0.05907172995780591,primary_topic,openai,controversial,none,categorical,,,,
travel_&_adventure,-0.0053573158869002005,0.006412168207575306,0.0010548523206751054,primary_topic,openai,controversial,none,categorical,,,,
mean,0.03312350671212018,,,toxicity,openai,controversial,none,numerical,0.05454894740369805,0.08767245411581823,0.17762862450906852,0.21142714212781566
mean,16583.800674753133,,,user_followers_count,openai,controversial,none,numerical,14034.903966597078,30618.70464135021,321326.0170666933,462177.4251926731
mean,266.1007070939685,,,user_friends_count,openai,controversial,none,numerical,1021.8613182224873,1287.9620253164558,2946.9291112495725,4986.235327998517
mean,-580.9767035880723,,,user_statuses_count,openai,controversial,none,numerical,13682.794214136595,13101.817510548522,89500.21767210189,74379.80328718665
mean,-448.30073672924664,,,user_favourites_count,openai,controversial,none,numerical,10864.63301521026,10416.332278481013,33974.7265653783,30716.878104180574
mean,0.5220358114969779,,,favorite_count,openai,controversial,none,numerical,1.0032806441992246,1.5253164556962024,15.10188084461224,11.69167396620615
mean,0.3332936937889238,,,retweet_count,openai,controversial,none,numerical,0.19624217118997914,0.5295358649789029,4.1940219752068675,5.201349532031257
mean,0.0,,,retweeted,openai,controversial,none,binary,0.0,0.0,0.0,0.0
female,-0.11279819995662543,0.5593390804597701,0.44654088050314467,author_gender,openai,controversial,post,categorical,,,,
male,0.11279819995662543,0.4406609195402299,0.5534591194968553,author_gender,openai,controversial,post,categorical,,,,
Democrat,-0.016674799392756456,0.4349137931034483,0.41823899371069184,author_partisanship,openai,controversial,post,categorical,,,,
Independent,0.04719511313525626,0.2913793103448276,0.3385744234800839,author_partisanship,openai,controversial,post,categorical,,,,
Other,0.0025545796284247788,0.04985632183908046,0.05241090146750524,author_partisanship,openai,controversial,post,categorical,,,,
Republican,-0.03307489337092462,0.2238505747126437,0.19077568134171907,author_partisanship,openai,controversial,post,categorical,,,,
center,-0.060581580279042896,0.31005747126436783,0.24947589098532494,author_ideology,openai,controversial,post,categorical,,,,
center-left,0.014362394274560847,0.2089080459770115,0.22327044025157233,author_ideology,openai,controversial,post,categorical,,,,
center-right,-0.024317754644690215,0.17945402298850574,0.15513626834381553,author_ideology,openai,controversial,post,categorical,,,,
left,0.026914805176028345,0.20474137931034483,0.23165618448637318,author_ideology,openai,controversial,post,categorical,,,,
right,0.04362213547314393,0.09683908045977012,0.14046121593291405,author_ideology,openai,controversial,post,categorical,,,,
Middle Eastern,-0.001293103448275862,0.001293103448275862,0.0,author_race,openai,controversial,post,categorical,,,,
Mixed,0.033667678739246726,0.03132183908045977,0.0649895178197065,author_race,openai,controversial,post,categorical,,,,
asian,0.001669016120870382,0.01824712643678161,0.019916142557651992,author_race,openai,controversial,post,categorical,,,,
black,-0.012645485433383924,0.08706896551724137,0.07442348008385745,author_race,openai,controversial,post,categorical,,,,
hispanic,-0.005847430058555626,0.05301724137931035,0.04716981132075472,author_race,openai,controversial,post,categorical,,,,
native american,-0.010073736716547387,0.013218390804597701,0.0031446540880503146,author_race,openai,controversial,post,categorical,,,,
other,-0.00240638328634425,0.013936781609195403,0.011530398322851153,author_race,openai,controversial,post,categorical,,,,
white,-0.0030705559170101093,0.781896551724138,0.7788259958071279,author_race,openai,controversial,post,categorical,,,,
18-24,-0.011611725583749007,0.015804597701149427,0.0041928721174004195,author_age,openai,controversial,post,categorical,,,,
25-34,-0.07791422684883974,0.16910919540229885,0.09119496855345911,author_age,openai,controversial,post,categorical,,,,
35-44,-0.046656545940866045,0.19655172413793104,0.149895178197065,author_age,openai,controversial,post,categorical,,,,
45-54,-0.02036615340128678,0.1985632183908046,0.17819706498951782,author_age,openai,controversial,post,categorical,,,,
55-64,0.05475403021759562,0.2576149425287356,0.31236897274633124,author_age,openai,controversial,post,categorical,,,,
65+,0.10179462155714594,0.16235632183908047,0.2641509433962264,author_age,openai,controversial,post,categorical,,,,
college,-0.014029856141111824,0.26350574712643676,0.24947589098532494,author_education,openai,controversial,post,categorical,,,,
high school,-0.009701438588881672,0.18160919540229886,0.1719077568134172,author_education,openai,controversial,post,categorical,,,,
less than high school,-0.002060290609412275,0.011494252873563218,0.009433962264150943,author_education,openai,controversial,post,categorical,,,,
postgraduate,0.06511693052844647,0.16968390804597702,0.2348008385744235,author_education,openai,controversial,post,categorical,,,,
some college,-0.039325345189040684,0.3737068965517241,0.33438155136268344,author_education,openai,controversial,post,categorical,,,,
$100k+,0.033853827803079606,0.19885057471264367,0.23270440251572327,author_income,openai,controversial,post,categorical,,,,
$30-60k,-0.037223487312947334,0.3170977011494253,0.279874213836478,author_income,openai,controversial,post,categorical,,,,
$60-100k,0.00680980264584688,0.23218390804597702,0.2389937106918239,author_income,openai,controversial,post,categorical,,,,
<$30k,-0.0068305862791874505,0.20704022988505746,0.20020964360587,author_income,openai,controversial,post,categorical,,,,
Prefer not to say,0.0033904431432082716,0.04482758620689655,0.04821802935010482,author_income,openai,controversial,post,categorical,,,,
divorced,0.02082971878840456,0.12801724137931034,0.1488469601677149,author_marital_status,openai,controversial,post,categorical,,,,
married,0.015878695872189708,0.5994252873563218,0.6153039832285115,author_marital_status,openai,controversial,post,categorical,,,,
other,0.009908371286055088,0.04669540229885057,0.05660377358490566,author_marital_status,openai,controversial,post,categorical,,,,
single,-0.03836929805537481,0.16939655172413792,0.1310272536687631,author_marital_status,openai,controversial,post,categorical,,,,
widowed,-0.00824748789127449,0.05646551724137931,0.04821802935010482,author_marital_status,openai,controversial,post,categorical,,,,
not religious,0.03749277091014247,0.5935344827586206,0.6310272536687631,author_religiosity,openai,controversial,post,categorical,,,,
religious,-0.010802971155931457,0.1271551724137931,0.11635220125786164,author_religiosity,openai,controversial,post,categorical,,,,
somewhat religious,-0.01567357044748066,0.20330459770114942,0.18763102725366876,author_religiosity,openai,controversial,post,categorical,,,,
very religious,-0.011016229306730282,0.07600574712643678,0.0649895178197065,author_religiosity,openai,controversial,post,categorical,,,,
mean,-0.2845528135617726,,,sentiment_polarity,openai,controversial,post,numerical,0.21399862068965517,-0.07055419287211741,0.422298632626351,0.4496073085570338
mean,0.003950872912600295,,,sentiment_subjectivity,openai,controversial,post,numerical,0.2057692528735632,0.2097201257861635,0.20243822906903433,0.16331163687344594
mean,-0.024836441841972097,,,has_emoji,openai,controversial,post,binary,0.039511494252873564,0.014675052410901468,0.19482245633604273,0.12031154585208059
mean,-0.06578742861273768,,,has_hashtag,openai,controversial,post,binary,0.27543103448275863,0.20964360587002095,0.4467633126411983,0.4072677610593756
mean,-0.0463366587146678,,,has_mention,openai,controversial,post,binary,0.5232758620689655,0.4769392033542977,0.499493824882429,0.4997298981612555
mean,0.019926986192438267,,,has_url,openai,controversial,post,binary,0.553448275862069,0.5733752620545073,0.4971707915819272,0.4948461891849584
mean,-0.18392063034771322,,,avg_word_length,openai,controversial,post,numerical,5.060838197351418,4.876917567003705,1.5482176805425956,0.9774944875645222
mean,29.939543121520998,,,text_length,openai,controversial,post,numerical,87.00804597701149,116.94758909853249,47.475606989341,50.33257056269858
mean,0.48202880146527693,,,polarization_score,openai,controversial,post,numerical,0.2903076259148021,0.772336427380079,0.3614154975171933,0.3396963672311822
arts_&_culture,-0.007520060724354806,0.01695402298850575,0.009433962264150943,primary_topic,openai,controversial,post,categorical,,,,
business_&_entrepreneurs,-0.06798868647437287,0.09209770114942528,0.02410901467505241,primary_topic,openai,controversial,post,categorical,,,,
celebrity_&_pop_culture,-0.01951040988939493,0.04152298850574713,0.0220125786163522,primary_topic,openai,controversial,post,categorical,,,,
diaries_&_daily_life,-0.09929968192004625,0.176867816091954,0.07756813417190776,primary_topic,openai,controversial,post,categorical,,,,
family,-0.004555230246511964,0.005603448275862069,0.0010482180293501049,primary_topic,openai,controversial,post,categorical,,,,
fashion_&_style,-0.022946034844213113,0.02399425287356322,0.0010482180293501049,primary_topic,openai,controversial,post,categorical,,,,
film_tv_&_video,-0.03935426154847104,0.06451149425287356,0.025157232704402517,primary_topic,openai,controversial,post,categorical,,,,
fitness_&_health,-0.009041784139376854,0.016379310344827588,0.007337526205450734,primary_topic,openai,controversial,post,categorical,,,,
food_&_dining,-0.0539868430564592,0.06551724137931035,0.011530398322851153,primary_topic,openai,controversial,post,categorical,,,,
gaming,-0.025633448998771055,0.027729885057471263,0.0020964360587002098,primary_topic,openai,controversial,post,categorical,,,,
learning_&_educational,-0.003970577604279621,0.01235632183908046,0.008385744234800839,primary_topic,openai,controversial,post,categorical,,,,
music,-0.035021325815079885,0.04655172413793104,0.011530398322851153,primary_topic,openai,controversial,post,categorical,,,,
news_&_social_concern,0.4935164100339767,0.2507183908045977,0.7442348008385744,primary_topic,openai,controversial,post,categorical,,,,
other_hobbies,-0.01855074821080026,0.021695402298850575,0.0031446540880503146,primary_topic,openai,controversial,post,categorical,,,,
relationships,0.00032982722475240374,0.0007183908045977011,0.0010482180293501049,primary_topic,openai,controversial,post,categorical,,,,
science_&_technology,-0.018243511891852818,0.0360632183908046,0.01781970649895178,primary_topic,openai,controversial,post,categorical,,,,
sports,-0.06175811465336514,0.09425287356321839,0.03249475890985325,primary_topic,openai,controversial,post,categorical,,,,
travel_&_adventure,-0.00646551724137931,0.00646551724137931,0.0,primary_topic,openai,controversial,post,categorical,,,,
mean,0.0408054352731449,,,toxicity,openai,controversial,post,numerical,0.05370176366968418,0.09450719894282908,0.1743961254520877,0.23551238476465497
mean,32309.36487746693,,,user_followers_count,openai,controversial,post,numerical,2827.1477011494253,35136.512578616355,97830.10955264862,498407.6010287845
mean,273.1654919395646,,,user_friends_count,openai,controversial,post,numerical,1097.8764367816093,1371.041928721174,3508.476229756835,5539.0474520534235
mean,3826.8161172558375,,,user_statuses_count,openai,controversial,post,numerical,12422.808620689655,16249.624737945493,69335.0875875564,99283.4804097568
mean,-159.50453986843058,,,user_favourites_count,openai,controversial,post,numerical,11492.289655172413,11332.785115303983,37662.083564026085,37197.09719235087
mean,2.1304724210221933,,,favorite_count,openai,controversial,post,numerical,0.6818965517241379,2.8123689727463312,12.228401395309165,36.2230384453622
mean,0.7662889467216077,,,retweet_count,openai,controversial,post,numerical,0.12155172413793103,0.8878406708595388,3.332879466088784,10.614241306957911
mean,0.0,,,retweeted,openai,controversial,post,binary,0.0,0.0,0.0,0.0
female,-0.018414153969650515,0.5548449881829557,0.5364308342133052,author_gender,openai,neutral,author,categorical,,,,
